indice_tiempo,reservas_internacionales_dolares,pasivos_monetarios,pasivos_monetarios_letras_pesos,pasivos_monetarios_letras_dolares,letras_liquidez_saldo_pesos,posicion_neta_pases,otros_depositos_gobierno,redescuentos_adelantos_iliquidez,tipo_cambio_valuacion,pos_neta_det_des_pases_pasivos,pos_neta_det_des_pases_activos
2003-01-01,9914.678687358577,30618.966666666667,3053.308808160633,631.8725412583805,,-200.43333333333334,168.1,20173.433333333334,3.264753333333333,0.0,200.43333333333334
2003-02-01,9652.298526595949,30578.14285714286,3539.4503537183205,613.141133419735,,-214.5,820.1428571428571,20155.85714285714,3.168289285714287,0.0,214.5
2003-03-01,10372.90784604361,31842.483870967742,3577.06788325313,586.6874128034435,,-203.93548387096774,936.258064516129,20702.83870967742,3.075029032258063,0.0,203.93548387096774
2003-04-01,10588.020444040158,32402.1,3752.398900137366,576.2455905165666,,-201.36666666666667,344.8666666666667,21893.3,2.905170000000001,0.0,201.36666666666667
2003-05-01,11086.90241399202,35098.0,4093.677545529903,503.34436023518964,,-126.64516129032258,428.5483870967742,21726.1935483871,2.8324258064516123,0.0,126.64516129032258
2003-06-01,11763.2240455048,38417.2,4652.305174719901,460.85792180450863,,-57.833333333333336,659.8666666666667,21759.966666666667,2.8147966666666666,0.0,57.833333333333336
2003-07-01,12774.127011769313,40390.16129032258,6089.133174803484,360.06700181458524,,-57.61290322580645,1148.7096774193549,21746.8064516129,2.792816129032259,0.0,57.61290322580645
2003-08-01,13401.699312039253,41738.16129032258,6791.275901001998,353.0484541445468,,-55.67741935483871,2220.935483870968,21519.58064516129,2.928093548387096,0.0,55.67741935483871
2003-09-01,12453.720851956186,42736.833333333336,6927.922896958267,421.8061166903382,,-47.666666666666664,2869.633333333333,21505.933333333334,2.9215066666666667,0.0,47.666666666666664
2003-10-01,13246.862766708391,44949.12903225807,7646.738075487809,300.1152924713296,,-47.96774193548387,568.6774193548387,21438.225806451614,2.860151612903226,0.0,47.96774193548387
2003-11-01,13284.74882204064,46758.166666666664,8243.25070357267,251.04343616913332,,-44.86666666666667,540.1333333333333,21391.5,2.88042,0.0,44.86666666666667
2003-12-01,13819.940827908611,49112.096774193546,8506.164901280197,252.9866720443232,,-45.70967741935484,559.1612903225806,21381.612903225807,2.9627032258064507,0.0,45.70967741935484
2004-01-01,14484.209117649532,50851.67741935484,9463.553395961582,635.5596303820183,,-45.12903225806452,184.0,21383.935483870966,2.8980032258064523,0.0,45.12903225806452
2004-02-01,15009.087325567705,51041.137931034486,10492.919234738723,625.2527052531148,,-43.724137931034484,371.7586206896552,21361.655172413793,2.934262068965518,0.0,43.724137931034484
2004-03-01,13506.765777186827,48868.3870967742,11025.580256589137,618.6642494692354,,-45.29032258064516,699.258064516129,21284.967741935485,2.8996354838709673,0.0,45.29032258064516
2004-04-01,15254.769426696332,50918.26666666667,11606.884772671367,608.411639782914,,-40.13333333333333,521.1333333333333,21217.3,2.8339433333333335,0.0,40.13333333333333
2004-05-01,16252.05760692326,53632.16129032258,12203.051964280487,624.5984897192517,,4.516129032258065,232.67741935483872,21111.548387096773,2.920048387096774,19.64516129032258,15.129032258064516
2004-06-01,17240.34099117973,55692.36666666667,12642.76523420033,608.6124885985216,,534.7166666666667,309.26666666666665,21037.2,2.9613533333333337,534.7166666666667,0.0
2004-07-01,17921.786124871574,54863.83870967742,12972.51891410123,582.3264711010191,,3604.483870967742,335.2258064516129,20979.709677419356,2.954512903225807,3604.483870967742,0.0
2004-08-01,18061.990717590237,55297.8064516129,13189.460111741359,593.9559925705075,,3927.935483870968,187.03225806451613,20895.451612903227,3.0153290322580637,3950.935483870968,23.0
2004-09-01,18199.870533958092,55265.066666666666,13182.843979482739,566.0570937932478,,4703.2,335.5,20729.033333333333,2.9980500000000005,4703.2,0.0
2004-10-01,18388.282908620746,55769.06451612903,13302.104459383589,539.6949465400229,,5512.903225806452,323.64516129032256,20616.0,2.969558064516129,5537.225806451613,24.322580645161292
2004-11-01,18719.6627167419,55937.7,13854.70483077993,541.6844053631792,,5747.966666666666,365.8666666666667,20512.466666666667,2.9541,5805.133333333333,57.166666666666664
2004-12-01,19309.877303829155,58826.06451612903,13930.340774626671,569.3446429274321,,5490.870967741936,486.38709677419354,20385.0,2.9719258064516128,5524.0,33.12903225806452
2005-01-01,19840.812045573748,58425.41935483871,14414.126760182298,186.6464700062084,,7570.709677419355,292.5483870967742,20310.645161290322,2.9471225806451606,7589.870967741936,19.161290322580644
2005-02-01,20526.33895275811,58237.17857142857,15134.691564408186,155.4089183105346,,7105.428571428572,498.92857142857144,19789.535714285714,2.915917857142857,7115.357142857143,9.928571428571429
2005-03-01,20741.36449414171,58252.25806451613,16103.363738779011,152.6221019780039,,5210.935483870968,521.483870967742,19147.58064516129,2.9251096774193552,5228.709677419355,17.774193548387096
2005-04-01,20618.344409417656,56286.96666666667,16901.825743440928,151.24948287767577,,5353.4,1468.2333333333333,18935.866666666665,2.901240000000001,5376.933333333333,23.533333333333335
2005-05-01,21601.63907092108,58540.54838709677,17968.169281428065,124.72893139780678,,5209.387096774193,889.0645161290323,18568.90322580645,2.891606451612904,5252.322580645161,42.935483870967744
2005-06-01,22559.427750824434,57637.066666666666,21483.55628207797,92.65122810236835,,5633.333333333333,732.6333333333333,18460.233333333334,2.882943333333335,5695.066666666667,61.733333333333334
2005-07-01,24015.042964801552,59872.8064516129,22842.292252395775,97.28450138379681,,4880.5161290322585,2337.3548387096776,18369.967741935485,2.869403225806451,4939.677419354839,59.16129032258065
2005-08-01,25079.904423647058,60049.6129032258,23944.173316937482,151.9283531832396,,7096.122580645161,1527.741935483871,18017.290322580644,2.8884645161290314,7157.316129032258,61.193548387096776
2005-09-01,25580.71544480843,58547.0,25303.745597723893,87.9122503449748,,7399.833333333333,1116.3666666666666,16228.5,2.9114899999999997,7443.8,43.96666666666667
